N,P,K,temperature,humidity,ph,rainfall,label
33.64,68.06,23.25,29.25,72.76,7.39,84.64,blackgram
26.17,144.67,208.33,22.15,92.05,6.03,110.3,apple
15.3,31.45,29.72,31.17,48.61,6.23,102.83,mango
78.79,90.2,45.57,28.37,82.96,5.74,112.93,banana
22.47,123.54,201.23,23.12,91.6,5.91,103.1,apple
130.24,50.54,23.36,22.66,83.22,7.49,73.11,cotton
76.03,44.26,36.04,22.89,83.51,6.26,175.99,rice
43.28,71.82,18.92,28.46,57.13,6.79,61.83,blackgram
106.21,21.2,53.91,27.57,92.28,5.84,24.33,muskmelon
90.06,20.47,56.35,22.51,89.07,6.46,53.35,watermelon
98.96,32.22,27.66,23.08,59.83,6.37,163.03,coffee
94.98,19.35,47.16,27.82,84.62,6.7,55.97,watermelon
79.57,45.03,46.39,22.23,77.61,6.44,169.98,jute
41.01,68.42,77.71,19.17,14.58,7.26,66.54,chickpea
73.15,42.19,45.22,21.7,76.95,7.13,179.39,jute
20.97,41.55,16.06,26.06,86.33,6.41,51.95,mungbean
16.27,132.14,219.27,23.72,81.91,6.41,64.96,grapes
82.64,40.72,36.47,26.51,76.56,6.38,153.78,jute
21.99,57.38,24.72,30.29,81.84,6.83,47.58,mungbean
25.51,151.19,205.25,17.83,90.88,5.98,109.94,apple
17.54,141.46,200.98,20.46,80.1,6.14,65.67,grapes
23.9,20.32,34.3,28.13,96.14,5.58,147.96,coconut
20.24,46.94,51.25,25.33,51.25,3.27,53.03,mothbeans
80.92,48.32,12.1,20.12,64.28,6.14,66.0,maize
20.06,19.15,31.24,30.22,96.39,5.76,142.69,coconut
16.21,13.51,39.94,21.65,88.69,6.83,97.99,pomegranate
73.72,47.64,38.87,22.42,75.72,6.42,194.54,jute
94.12,73.6,37.08,26.94,77.75,5.57,119.27,banana
24.49,78.6,20.78,26.19,40.26,5.78,166.56,pigeonpeas
44.79,76.04,21.02,27.89,64.72,7.09,88.68,blackgram
72.08,42.61,41.48,23.25,83.04,5.8,204.65,rice
26.09,70.68,27.13,24.69,45.38,5.48,160.82,pigeonpeas
17.47,19.38,29.65,35.42,54.02,6.66,103.82,mango
18.43,16.45,35.37,18.49,87.91,6.84,98.57,pomegranate
21.78,141.39,189.94,22.8,82.78,6.0,74.85,grapes
12.59,137.7,197.69,24.27,90.66,5.74,128.47,apple
48.42,71.21,19.09,32.7,58.44,6.6,46.22,blackgram
17.34,10.4,7.72,25.46,89.02,7.0,110.41,orange
76.15,49.1,21.0,25.15,64.52,6.58,66.08,maize
113.01,28.33,27.67,26.51,57.21,7.26,154.94,coffee
101.0,18.73,54.8,29.58,91.66,6.26,36.75,muskmelon
18.72,75.98,20.92,20.0,23.66,5.83,73.39,kidneybeans
19.07,127.51,204.62,25.6,84.36,6.47,68.33,grapes
16.38,72.86,22.66,31.88,43.61,5.59,153.47,pigeonpeas
94.23,26.88,27.96,27.39,61.48,6.78,154.96,coffee
18.02,16.34,9.27,22.25,94.57,6.96,96.05,orange
105.14,75.82,47.1,26.99,79.83,6.22,80.82,banana
21.34,29.26,29.15,32.08,48.31,6.0,92.25,mango
17.07,142.21,198.77,24.08,82.2,5.76,73.56,grapes
18.75,70.0,26.48,23.45,62.41,6.93,53.57,lentil
